,City,ID,State,height,weight
806,Jacksonville Beach,1613, FL,6.02,227.0
807,Toronto,1615, ON,6.0,185.0
808,Salisbury,1617, NC,5.11,203.0
809,Gainesville,1619, GA,5.1,190.0
810,Waterloo,1621, IA,6.04,239.0
811,Kingston,1623, JM,5.11,165.0
812,Gorlovka,1625, UA,6.3,320.0
813,Denver,1627, CO,6.3,265.0
814,Montreal,1629, QC,6.04,224.0
815,London,1631, ON,6.3,295.0
816,Hampton,1633, VA,6.1,264.0
817,Artesia,1635, CA,5.8,165.0
818,Tampa,1637, FL,6.2,262.0
819,San Diego,1639, CA,6.1,172.0
820,Port-au-Prince,1641, HT,6.02,190.0
822,Vallejo,1645, CA,6.02,251.0
823,Nashville,1647, TN,6.05,320.0
825,Chino Hills,1651, Califfornia,5.1,190.0
826,Muncie,1653, IN,6.01,235.0
827,San Diego,1655, CA,5.11,218.0
828,Fort Wayne,1657, IN,5.08,170.0
829,San Diego,1659, CA,6.03,235.0
830,New Westminster,1661, BC,6.01,210.0
831,Chicago,1663, IL,6.02,300.0
832,Miami,1665, FL,6.02,255.0
833,Geneva,1667, NY,6.07,290.0
834,Clark AFB,1669, PH,5.11,180.0
835,Morris,1671, MN,6.02,230.0
837,Kinston,1675, NC,5.1,184.0
839,Winston-Salem,1679, NC,6.03,210.0
841,Lakewood,1683, NJ,6.04,242.0
842,Birmingham,1685, AL,6.01,210.0
843,Miami,1687, FL,6.0,180.0
844,Dallas,1689, TX,5.1,175.0
845,Houston,1691, TX,5.11,185.0
846,Jacksonville,1693, FL,6.01,200.0
847,Eden Mills,1695, ON,6.02,197.0
848,Denison,1697, TX,6.03,280.0
849,Buffalo,1699, NY,6.06,318.0
850,Beirut,1701, LB,5.11,228.0
851,Stoneham,1703, MA,5.1,204.0
852,Montreal,1705, QC,6.0,196.0
853,Monroe,1707, LA,6.0,198.0
854,Brooklyn,1709, NY,6.01,240.0
855,Vancouver,1711, BC,6.01,205.0
856,New Orleans,1713, LA,6.02,180.0
857,Brooklyn,1715, NY,6.03,250.0
860,Brooklyn,1721, NY,6.04,266.0
863,Atlanta,1727, GA,6.0,195.0
864,Richmond,1729, CA,5.11,225.0
865,Oak Harbor,1731, WA,5.09,178.0
866,Lindsay,1733, CA,6.01,220.0
867,Los Angeles,1735, CA,6.0,190.0
871,Chicago,1743, IL,6.02,235.0
872,Calgary,1745, AB,6.04,188.0
873,Medford,1747, NY,5.1,235.0
874,New Orleans,1749, LA,5.09,183.0
875,Trois-Rivieres,1751, QC,5.11,183.0
876,Youngstown,1753, OH,5.09,190.0
877,Belleville,1755, IL,6.02,190.0
878,Baytown,1757, TX,6.0,183.0
879,Rockledge,1759, FL,6.01,195.0
880,Rayville,1761, LA,6.01,180.0
881,Las Vegas,1763, NV,6.01,211.0
882,Newark,1765, NJ,6.05,320.0
883,Romulus,1767, MI,5.08,190.0
885,Detroit,1771, MI,6.06,325.0
886,Detroit,1773, MI,6.02,225.0
887,Pittsburgh,1775, PA,6.05,320.0
888,East Chicago,1777, IL,6.02,239.0
890,Beaumont,1781, TX,6.02,235.0
891,Richmond,1783, MI,6.02,200.0
892,Dallas,1785, TX,6.05,220.0
894,Monroe,1789, MI,6.04,300.0
895,Port Coquitlam,1791, BC,5.11,230.0
896,Mesquite,1793, TX,5.08,179.0
897,St. Louis Park,1795, MN,5.11,185.0
898,Paicoma,1797, CA,5.09,190.0
899,Libreville,1799, GA,6.02,238.0
900,Rockland County,1801, NY,5.11,191.0
901,Cave Spring,1803, GA,6.02,286.0
902,Dundas,1805, ON,6.01,200.0
903,Harrodsburg,1807, KY,6.05,215.0
904,Bridgeport,1809, CT,5.1,205.0
905,Cheverly,1811, MD,6.0,198.0
908,Quincy,1817, FL,6.0,209.0
911,Akwa-Ibom,1823, NG,6.06,282.0
912,London,1825, ON,5.1,195.0
914,Edmonton,1829, AB,5.1,202.0
915,New York,1831, NY,6.03,210.0
918,Columbus,1837, OH,5.09,178.0
920,Montr?al,1841, QC,5.1,183.0
921,Nepean,1843, ON,6.02,225.0
922,Canton,1845, OH,6.04,290.0
923,Pomona,1847, CA,6.01,210.0
924,St. Hubert,1849, QC,6.04,296.0
925,Hereford,1851, TX,6.02,210.0
926,Tempe,1853, AZ,6.04,225.0
927,Dayton,1855, OH,5.1,178.0
928,Reseda,1857, CA,6.0,190.0
929,Monroe,1859, MI,6.0,182.0
930,Youngstown,1861, OH,5.1,199.0
932,Compton,1865, CA,5.09,185.0
933,Durham,1867, NC,5.11,194.0
934,Boynton Beach,1869, FL,5.11,188.0
935,Mozambique,1871, East CF,6.02,200.0
936,Miami,1873, FL,5.1,195.0
937,Montréal,1875, QC,6.04,270.0
938,El Paso,1877, TX,6.0,235.0
939,Fountain Valley,1879, CA,5.11,215.0
940,Cochrane,1881, AB,6.03,200.0
941,Del Ray Beach,1883, FL,5.1,192.0
943,Spanish Town,1887, JM,5.11,188.0
944,Hastings,1889, NE,6.03,220.0
945,New Orleans,1891, LA,6.0,188.0
946,Edmonton,1893, AB,5.11,220.0
947,Ottawa,1895, ON,6.02,214.0
948,Montreal,1897, QC,6.0,205.0
949,Mobile,1899, AB,6.02,266.0
950,Sarnia,1901, ON,6.0,175.0
953,Memphis,1907, TN,6.04,266.0
954,Gainesville,1909, FL,6.0,228.0
955,Philadelphia,1911, PA,5.1,200.0
956,Keyport,1913, NJ,6.01,235.0
957,Sumter,1915, SC,6.01,210.0
958,Columbus,1917, OH,6.01,280.0
959,Phoenix,1919, AZ,6.0,213.0
960,Chicago,1921, IL,5.1,208.0
961,Martinsville,1923, OH,6.03,300.0
962,Fresno,1925, CA,6.03,300.0
963,Vancouver,1927, BC,6.02,217.0
966,Shreveport,1933, LA,5.11,185.0
967,Los Angeles,1935, CA,6.0,198.0
968,Los Angeles,1937, CA,5.09,222.0
969,Tampa Bay,1939, FL,6.0,203.0
970,Silver Spring,1941, MD,6.04,265.0
971,Montego Bay,1943, JM,6.03,203.0
972,Ottawa,1945, ON,5.1,196.0
973,St. Hubert,1947, QC,5.1,196.0
974,Mississauga,1949, ON,5.09,174.0
975,Trois-Rivi?res,1951, QC,5.1,185.0
976,Toronto,1953, ON,6.0,220.0
977,Trois-Rivi?res,1955, QC,5.08,176.0
978,Dartmouth,1957, NS,5.1,206.0
979,Richmond,1959, BC,5.09,178.0
980,Roxboro,1961, QC,6.02,195.0
981,Ottawa,1963, ON,5.1,174.0
982,Toronto,1965, ON,5.11,188.0
983,Vancouver,1967, BC,6.0,187.0
984,Vancouver,1969, BC,6.03,286.0
985,Granby,1971, QC,6.0,280.0
986,Fonthill,1973, ON,6.06,310.0
987,Toronto,1975, ON,6.03,316.0
988,Laval,1977, QC,6.04,273.0
989,Hamilton,1979, ON,6.03,260.0
990,London,1981, ON,6.03,289.0
991,Pickering,1983, ON,6.01,220.0
992,St-Georges de Beauce,1985, QC,6.01,235.0
993,Kitchener,1987, ON,6.03,232.0
994,Regina,1989, SK,5.11,195.0
995,Regina,1991, SK,6.07,235.0
996,Ottawa,1993, ON,5.1,196.0
997,Mississauga,1995, ON,6.02,200.0
998,Cleveland,1997, OH,5.09,190.0
999,Regina,1999, SK,6.01,208.0
1001,Toronto,2003, ON,6.04,220.0
1002,Columbus,2005, GA,6.0,185.0
1003,Ayr,2007, ON,5.09,176.0
1004,Ottawa,2009, ON,5.1,166.0
1005,Calgary,2011, AB,6.01,195.0
1006,London,2013, ON,6.02,228.0
1007,Kingston,2015, ON,6.0,192.0
1008,Kenora,2017, ON,6.02,310.0
1009,Vancouver,2019, BC,6.04,296.0
1010,Regina,2021, SK,6.04,315.0
1011,Edmonton,2023, AB,6.03,283.0
1012,Ottawa,2025, ON,6.01,314.0
1013,Whitby,2027, ON,6.03,261.0
1014,Nanaimo,2029, BC,6.03,298.0
1015,Vancouver,2031, BC,6.0,288.0
1016,Gatineau,2033, QC,6.02,215.0
1017,Quebec,2035, QC,5.1,205.0
1018,Moose Jaw,2037, SK,5.11,199.0
1019,Saint-Sauveur,2039, QC,6.02,230.0
1020,Mississauga,2041, ON,5.1,195.0
1021,Vancouver,2043, BC,6.0,215.0
1022,Columbia,2045, SC,6.01,228.0
1023,Berkeley,2047, CA,6.03,247.0
1024,Charlotte,2049, NC,6.04,295.0
1025,Madisonville,2051, KY,6.0,220.0
1026,Mesquite,2053, TX,6.0,212.0
1027,Waianae,2055, HI,6.03,267.0
1028,Pittsburgh,2057, PA,6.02,210.0
1029,Enid,2059, OK,5.1,173.0
1030,Monroeville,2061, PA,6.01,167.0
1031,Ft. Lauderdale,2063, FL,6.01,210.0
1032,Albany,2065, GA,6.03,223.0
1033,Chicago,2067, IL,6.0,220.0
1034,Wheeling,2069, WV,5.1,185.0
1035,Delray Beach,2071, FL,5.09,186.0
1036,Decatur,2073, GE,6.01,195.0
1037,Fort Wayne,2075, IN,6.03,212.0
1038,Allentown,2077, PA,6.04,235.0
1039,Somerville,2079, MA,6.02,205.0
1040,Yakima,2081, WA,6.01,182.0
1041,Vancouver,2083, BC,6.06,282.0
1042,Beltville,2085, MD,6.03,230.0
1043,Honolulu,2087, HI,6.02,207.0
1044,Gainesville,2089, FL,5.08,165.0
1045,Midland,2091, TX,5.09,169.0
1046,Seattle,2093, WA,5.11,180.0
1047,Anniston,2095, AL,6.04,241.0
1048,Woodbridge,2097, IL,6.04,270.0
1049,San Francisco,2099, CA,5.1,180.0
1051,San Antonio,2103, TX,6.03,220.0
1053,Montreal,2107, QC,6.02,250.0
1056,Colquitt,2113, GE,6.03,215.0
1057,Calgary,2115, AB,6.01,230.0
1058,Windsor,2117, ON,6.05,221.0
1059,Montreal,2119, QC,5.08,178.0
1060,Winchester,2121, TN,6.02,309.0
1061,Scarborough,2123, ON,6.06,247.0
1062,LaSalle,2125, ON,6.07,307.0
1063,Wichita Falls,2127, TN,6.04,265.0
1064,Winnipeg,2129, MB,6.0,182.0
1065,New Westminster,2131, BC,6.0,216.0
1066,Muskogee,2133, OK,5.1,215.0
1067,Accra,2135, GH,6.04,234.0
1068,Coquitlam,2137, BC,6.05,295.0
1070,LaSalle,2141, ON,6.01,280.0
1071,Winnipeg,2143, MB,6.03,312.0
1072,Oakville,2145, ON,6.02,247.0
1074,Ajax,2149, ON,6.02,187.0
1075,Etobicoke,2151, ON,6.05,275.0
1076,Sault Ste. Marie,2153, ON,6.02,220.0
1077,Sudbury,2155, ON,6.05,281.0
1078,Toronto,2157, ON,6.0,245.0
1079,Nanoose Bay,2159, BC,6.05,205.0
1080,West Vancouver,2161, BC,6.01,220.0
1081,Edmonton,2163, AB,6.04,301.0
1082,Irving,2165, TX,6.04,210.0
1083,New York,2167, NY,6.04,250.0
1084,Lyn,2169, ON,6.03,275.0
1085,Hilliard,2171, AK,6.06,300.0
1086,Buffalo,2173, NY,6.06,305.0
1087,Philadelphia,2175, PA,6.02,210.0
1088,Fayetteville,2177, NC,6.04,277.0
1089,Pittsburg,2179, CA,5.07,202.0
1090,Louisville,2181, KY,5.1,220.0
1091,Accra,2183, GH,6.03,250.0
1092,Brush,2185, CO,6.06,220.0
1093,St. Petersburg,2187, FL,5.1,193.0
1094,New Orleans,2189, LA,5.11,187.0
1095,Calgary,2191, AB,6.01,225.0
1096,San Diego,2193, CA,6.03,220.0
1097,Americus,2195, GA,6.04,255.0
1098,Pacoima,2197, CA,6.03,210.0
1099,Ottawa,2199, ON,6.0,235.0
1100,Durham,2201, NC,6.02,220.0
1101,Detroit,2203, MI,6.04,235.0
1102,Ft. Pierce,2205, FL,5.1,200.0
1103,Dallas,2207, TX,6.03,193.0
1104,Hackensack,2209, NJ,6.03,250.0
1105,Bakersfield,2211, CA,6.03,272.0
1106,Dayton,2213, OH,5.1,177.0
1107,Baltimore,2215, MD,6.03,193.0
1108,Ottawa,2217, ON,6.03,236.0
1109,Lansing,2219, MI,6.03,235.0
1110,Fort Worth,2221, TX,6.03,295.0
1111,Boyton Beach,2223, FL,5.09,185.0
1112,Pontiac,2225, MI,6.02,208.0
1113,Seoul,2227, KP,5.11,188.0
1114,Springfield,2229, MO,5.09,170.0
1115,Birmingham,2231, AL,6.03,213.0
1116,Rome,2233, GA,6.01,190.0
1117,Memphis,2235, TN,5.1,180.0
1118,Hickory,2237, NC,6.0,190.0
1119,Calgary,2239, AB,6.05,301.0
1120,Toronto,2241, ON,6.04,266.0
1121,Long Beach,2243, CA,6.01,200.0
1122,Colorado Springs,2245, CO,5.11,190.0
1123,Inverness,2247, FL,6.02,247.0
1124,New Orleans,2249, LA,6.0,220.0
1125,Houston,2251, TX,6.01,248.0
1127,Grimsby,2255, ON,6.06,260.0
1129,Midhurst,2259, ON,6.01,209.0
1130,Nottingham,2261, UK,6.01,226.0
1131,Sault Ste. Marie,2263, ON,6.02,215.0
1132,Montreal,2265, QC,6.0,195.0
1133,Los Angeles,2267, CA,5.1,180.0
1134,Dallas,2269, TX,6.02,215.0
1135,Long Beach,2271, CA,5.11,171.0
1136,Seattle,2273, WA,5.09,190.0
1137,Tampa,2275, FL,5.11,205.0
1138,Cassatt,2277, SC,6.06,270.0
1139,Nampa,2279, ID,6.01,185.0
1140,Temple,2281, TX,6.01,211.0
1141,Oklahoma City,2283, OK,6.0,180.0
1142,Hamilton,2285, ON,6.0,230.0
1143,Birmingham,2287, AL,6.0,225.0
1144,Atlanta,2289, GA,6.03,325.0
1145,Moncton,2291, NB,6.02,200.0
1146,Berkeley,2293, CA,5.11,173.0
1147,Panorama City,2295, CA,6.0,210.0
1148,Tucson,2297, AZ,5.11,186.0
1149,Owensboro,2299, KY,6.0,185.0
1150,St. Petersburg,2301, FL,6.0,225.0
1151,Conroe,2303, TX,5.09,188.0
1152,Tampa,2305, FL,6.02,216.0
1153,Inglewood,2307, CA,6.0,175.0
1154,Union,2309, SC,6.02,210.0
1156,Cochrane,2313, AB,6.0,198.0
1157,Bennettsville,2315, SC,6.0,210.0
1158,Edmonton,2317, AB,5.11,195.0
1159,Omaha,2319, NE,6.04,315.0
1160,Newark,2321, NJ,6.03,310.0
1161,Pittsburg,2323, CA,6.0,210.0
1162,Indianapolis,2325, IN,6.02,284.0
1163,San Diego,2327, CA,5.1,190.0
1164,Kumasi,2329, GH,5.1,178.0
1165,Seattle,2331, WA,6.01,200.0
1166,Houston,2333, TX,6.06,299.0
1167,Houston,2335, TX,6.01,200.0
1168,Los Angeles,2337, CA,5.11,205.0
1169,Taber,2339, AB,6.06,245.0
1171,Daytona Beach,2343, FL,6.02,185.0
1172,Mechanicsville,2345, VA,6.0,195.0
1173,Southington,2347, CT,5.11,205.0
1174,Loachapoka,2349, AL,6.01,197.0
1175,Lakewood,2351, WA,5.09,170.0
1176,Beltsville,2353, MD,6.03,241.0
1177,Richmond Hill,2355, ON,6.03,260.0
1178,Paterson,2357, NJ,5.09,195.0
1179,Gafney,2359, SC,5.1,168.0
1180,Winter Park,2361, FL,6.02,210.0
1182,Syracuse,2365, NY,6.01,190.0
1183,Buffalo,2367, NY,5.11,198.0
1184,Lake Oswego,2369, OR,6.0,285.0
1185,Vancouver,2371, BC,6.05,241.0
1186,Baytown,2373, TX,6.0,191.0
1187,Indianapolis,2375, IN,5.08,165.0
1188,Orange Park,2377, FL,5.11,197.0
1189,Shavertown,2379, PA,6.04,290.0
1190,Summit,2381, NJ,6.05,325.0
1191,Oakville,2383, ON,6.02,265.0
1192,Roanoke,2385, VA,5.08,180.0
1193,Portland,2387, OR,5.1,180.0
1194,Ft. Payne,2389, AL,6.05,290.0
1195,Jacksonville,2391, FL,6.0,217.0
1196,East Cleveland,2393, OH,6.05,220.0
1197,Tampa,2395, FL,6.07,290.0
1198,Athen,2397, GA,5.09,175.0
1199,Canada City,2399, Canada,6.0,500.0
1200,Lansing,2401, MI,5.11,184.0
1201,Tampa,2403, FL,5.09,190.0
1203,Kennewick,2407, WA,6.0,222.0
1204,Saskatoon,2409, SK,5.09,245.0
1205,New Orleans,2411, LA,6.01,212.0
1206,Edmonton,2413, AB,5.08,160.0
1207,Houston,2415, TX,6.04,298.0
1208,Lacolle,2417, QC,6.0,230.0
1212,Mobile ,2425, AL,6.05,305.0
1213,Los Angeles,2427, CA,6.01,205.0
1214,Campbellville,2429, ON,6.03,195.0
1215,Regina,2431, SK,6.03,225.0
1216,Coppers Cove,2433, TX,6.02,258.0
1217,Halifax,2435, NS,6.07,313.0
1218,Hamilton,2437, ON,6.0,190.0
1221,Odenton,2443, MD,6.03,215.0
1222,Harbor City,2445, CA,6.03,222.0
1223,Centreville,2447, OH,6.0,187.0
1224,Schaumburg,2449, IL,5.11,200.0
1225,Pinehurst,2451, NC,6.02,207.0
1226,Toronto,2453, ON,6.01,270.0
1227,Southfield,2455, VA,6.03,232.0
1228,Fort Thomas,2457, KY,6.03,225.0
1229,Smitfield,2459, VA,5.09,195.0
1230,Oklahoma City,2461, OK,6.02,202.0
1231,Conway,2463, SC,6.05,275.0
1232,Amory,2465, MS,6.03,280.0
1233,New Orleans,2467, LA,5.09,185.0
1234,St. Louis,2469, MO,5.11,210.0
1236,Nederland,2473, TX,5.9,172.0
1237,Kansas City,2475, MO,5.11,190.0
1238,Atlanta,2477, GA,6.01,185.0
1239,Passaic,2479, NJ,6.05,330.0
1242,Burlington,2485, ON,6.04,255.0
1243,Port of Spain,2487, TT,6.02,237.0
1244,St. Louis,2489, MO,6.03,247.0
1246,Hereford,2493, MD,6.0,220.0
1247,Seaside,2495, CA,6.02,192.0
1248,Houston,2497, TX,6.02,260.0
1249,San Antonio,2499, TX,6.04,320.0
1251,Valdosta,2503, GA,6.03,235.0
1252,North Chicago,2505, IL,6.04,265.0
1253,Houston,2507, TX,6.02,234.0
1254,San Diego,2509, CA,6.01,195.0
1255,San Antonio,2511, TX,6.05,310.0
1257,Seattle,2515, WA,6.01,190.0
1258,Euclid,2517, OH,5.1,193.0
1259,St. Petersburg,2519, FL,5.1,170.0
1260,Akron,2521, OH,6.05,240.0
1261,Portland,2523, OR,6.03,208.0
1262,Plano,2525, TX,6.04,220.0
1263,Seale,2527, AL,6.01,200.0
1265,Ennis,2531, TX,5.08,170.0
1266,Cypress,2533, CA,6.07,294.0
1267,Tallahassee,2535, FL,6.02,188.0
1268,West Palm Beach,2537, FL,6.03,210.0
1269,Jacksonville,2539, FL,6.03,315.0
1270,Dallas,2541, TX,6.02,280.0
1271,New York,2543, NY,6.03,210.0
1272,Daytona Beach,2545, FL,6.02,229.0
1273,Wilmington,2547, IL,5.11,218.0
1274,El Dorado,2549, AR,6.0,200.0
1275,Brackendale,2551, BC,6.08,301.0
1276,Norman,2553, OK,6.02,210.0
1277,San Benito,2555, TX,5.09,194.0
1278,Grenoble,2557, FR,6.01,240.0
1279,Myrtle Beach,2559, SC,5.1,205.0
1280,Zachary,2561, LA,6.02,186.0
1282,Miami,2565, FL,5.08,172.0
1283,Windsor,2567, ON,6.02,200.0
1284,Houston,2569, TX,6.0,294.0
1286,Hammond,2573, LA,6.02,213.0
1288,Green,2577, OH,5.11,182.0
1289,Los Angeles,2579, CA,5.08,202.0
1290,Fenelon Falls,2581, ON,6.0,223.0
1292,Frankfurt,2585, DE,6.0,205.0
1295,Portland,2591, OR,6.03,220.0
1296,LaGrange,2593, GA,5.1,190.0
1297,Columbus,2595, OH,6.0,215.0
1299,Washington ,2599, DC,5.1,218.0
1300,Copperas Cove,2601, TX,6.01,230.0
1301,Montreal,2603, QC,5.1,218.0
1302,Moose Jaw,2605, SK,6.03,196.0
1304,Maple Ridge,2609, BC,5.1,203.0
1305,Edmonton,2611, AB,6.01,183.0
1306,Mississauga,2613, ON,6.0,195.0
1308,Montreal,2617, QC,5.1,192.0
1309,Regina,2619, SK,6.0,170.0
1310,Mission,2621, BC,6.03,200.0
1311,Ottawa,2623, ON,6.01,222.0
1312,Rockwood,2625, ON,6.05,242.0
1313,Montreal,2627, QC,6.04,255.0
1314,Sault Ste. Marie,2629, ON,6.04,288.0
1315,Victoria,2631, BC,6.04,235.0
1317,Chatham,2635, ON,6.05,295.0
1318,Port Colborne,2637, ON,6.07,246.0
1320,Edmonton,2641, AB,6.02,225.0
1322,Quebec,2645, QC,6.02,230.0
1323,Calgary,2647, AB,6.02,223.0
1324,Edmonton,2649, AB,6.02,226.0
1325,Kitchener,2651, ON,6.03,221.0
1326,Hamilton,2653, ON,6.0,235.0
1327,Toronto,2655, ON,6.02,188.0
1330,Sherbrooke,2661, QC,6.0,215.0
1332,Burnaby,2665, BC,6.04,215.0
1335,Toronto,2671, ON,6.02,205.0
1336,Oakville,2673, ON,6.0,202.0
1337,Calgary,2675, AB,5.1,190.0
1338,Saskatoon,2677, SK,6.03,285.0
1340,Calgary,2681, AB,6.03,283.0
1342,Uxbridge,2685, ON,6.06,326.0
1343,Weyburn,2687, SK,6.04,320.0
1344,Qu?bec City,2689, QC,6.06,320.0
1346,Woodville,2693, ON,6.05,310.0
1347,Edmonton,2695, AB,6.04,315.0
1348,Quebec City,2697, QC,5.11,230.0
1350,Uxbridge,2701, ON,6.06,295.0
1351,Toronto,2703, ON,6.03,245.0
1352,Regina,2705, SK,6.02,205.0
1353,Fredericton,2707, NB,6.04,215.0
1354,Cambridge,2709, ON,6.02,222.0
1355,Hamilton,2711, ON,5.1,190.0
1356,Torrance,2713, CA,5.1,210.0
1357,Goleta,2715, CA,6.0,215.0
1358,Harlingen,2717, TX,6.03,215.0
1359,Cerritos,2719, CA,5.1,180.0
1360,London,2721, ON,6.04,223.0
1361,San Diego,2723, CA,6.02,215.0
1362,Downers Grove,2725, IL,6.0,225.0
1364,Waycross,2729, GA,6.05,202.0
1365,St. Petersburg,2731, FL,5.11,183.0
1366,Port Barre,2733, LA,5.11,175.0
1367,Frankfurt,2735, DE,5.1,185.0
1368,Erlangen,2737, DE,6.02,295.0
1369,Lynchburg,2739, VA,6.01,300.0
1370,Woodridge,2741, VA,6.0,216.0
1371,Burlington,2743, ON,6.01,195.0
1372,Bishopville,2745, SC,6.01,212.0
1373,Edmonton,2747, AB,6.06,300.0
1374,Monroe,2749, LA,6.01,195.0
1375,Austin,2751, TX,5.11,190.0
1376,New Orleans,2753, LA,6.0,245.0
1377,Honolulu,2755, HI,5.11,242.0
1378,Seoul,2757, KP,5.11,195.0
1379,Los Angeles,2759, CA,5.11,190.0
1380,Texas City,2761, TX,6.03,212.0
1381,Dallas,2763, TX,6.02,180.0
1382,Glenelg,2765, NS,6.06,305.0
1383,Brea,2767, CA,6.01,303.0
1384,Lithonia,2769, GA,6.03,296.0
1385,Liberia,2771, CF,6.01,210.0
1386,Dallas,2773, TX,6.0,182.0
1387,Oakland,2775, CA,6.03,230.0
1388,Mesa,2777, AZ,6.02,190.0
1389,Jackson,2779, MS,6.03,235.0
1390,Fredericton,2781, NB,6.03,243.0
1391,Lawton,2783, OK,5.11,194.0
1392,Kansas City,2785, MS,5.1,190.0
1393,Toledo,2787, OH,6.05,307.0
1394,West Haven,2789, CT,6.06,309.0
1395,Denver,2791, CO,5.1,194.0
1396,Elgin,2793, IL,5.11,173.0
1397,Tampa,2795, FL,6.01,200.0
1398,Miami,2797, FL,6.02,245.0
1399,Miami,2799, FL,6.01,193.0
1400,Arlington,2801, TX,6.06,210.0
1401,Milwaukee,2803, WI,6.01,200.0
1402,Miami,2805, FL,5.09,190.0
1403,Mankato,2807, MN,6.04,300.0
1404,Franklin,2809, WI,6.05,305.0
1405,Calgary,2811, AB,6.03,326.0
1406,Burlington,2813, ON,5.09,236.0
1407,Pickering,2815, ON,6.04,263.0
1411,Bradenton,2823, FL,6.03,220.0
1412,Calgary,2825, AB,6.09,334.0
1413,Bradenton,2827, FL,6.03,220.0
1414,Mississauga,2829, ON,6.04,281.0
1417,Richmond,2835, BC,6.0,228.0
1422,Victoria,2845, BC,6.03,20.0
1424,Winnipeg,2849, MB,6.04,302.0
1425,Regina,2851, SK,6.03,300.0
1426,Coffeeville,2853, MS,6.06,304.0
1429,Plant City,2859, FL,5.09,175.0
1430,Capitol Heights,2861, MD,6.03,300.0
1433,Greensboro,2867, NC,6.08,308.0
1434,Atlanta,2869, GA,5.11,181.0
1435,Fort Lauderdale,2871, FL,5.06,181.0
1436,Hattiesburg,2873, MS,6.01,245.0
1438,Edmond,2877, OK,5.1,196.0
1440,Mound Bayou,2881, MS,5.1,173.0
1441,Tyler,2883, TX,6.02,240.0
1442,Jamaica,2885, NY,6.04,295.0
1443,Olathe,2887, KS,5.11,194.0
1445,Great Falls,2891, MT,6.04,217.0
1446,Bismarck,2893, ND,5.07,179.0
1447,Orlando,2895, FL,6.0,203.0
1449,Burlington,2899, ON,5.11,197.0
1450,Augusta,2901, GA,5.11,194.0
1451,Provo,2903, UT,5.09,230.0
1452,Zephyrhills,2905, FL,6.01,265.0
1456,Phoenix,2913, AZ,6.0,183.0
1459,Westbury,2919, NY,6.0,238.0
1460,Portland,2921, ME,6.05,228.0
1461,Tallahassee,2923, FL,5.11,185.0
1462,Moose Jaw,2925, SK,6.03,206.0
1463,Rochester,2927, NY,6.02,202.0
1464,Elaine,2929, AR,6.0,205.0
1465,Edmonton,2931, AB,6.0,220.0
1466,Kingston,2933, ON,6.0,235.0
1467,Kankakee,2935, IL,6.01,240.0
1468,Laurinburg,2937, NC,6.0,180.0
1469,Stoughton,2939, MA,6.03,245.0
1470,Goose Creek,2941, SC,6.05,310.0
1471,Spokane,2943, WA,6.03,300.0
1472,Toronto,2945, ON,6.04,266.0
1473,Tulsa,2947, OK,6.0,204.0
1474,Atlanta,2949, GA,6.0,210.0
1475,Southfield,2951, MI,6.03,220.0
1476,Courtice,2953, ON,6.03,243.0
1477,Laval,2955, QC,6.03,207.0
1478,Anniston,2957, AL,6.0,180.0
1479,Harbor City,2959, CA,6.03,222.0
1480,Killeen,2961, TX,6.03,261.0
1481,Louisville,2963, KY,6.04,281.0
1482,Toronto,2965, ON,6.03,197.0
1483,Tampa,2967, FL,6.01,230.0
1484,Ottawa,2969, ON,6.04,295.0
1485,Leon,2971, NI,6.03,215.0
1486,Garfield Heights,2973, OH,5.1,190.0
1487,Toronto,2975, ON,6.0,227.0
1488,Lennoxville,2977, QC,6.04,235.0
1489,North Bay,2979, ON,6.03,228.0
1490,White Rock,2981, BC,6.03,260.0
1491,Burlington,2983, ON,5.11,175.0
1492,Oakville,2985, ON,6.05,210.0
1493,Cochrane,2987, AB,6.04,210.0
1494,New Orleans,2989, LA,6.01,182.0
1496,Oakland,2993, CA,5.1,186.0
1497,Valdosta,2995, GA,6.03,238.0
1498,Boynton Beach,2997, FL,6.03,198.0
1499,Magnolia,2999, MS,5.11,185.0
1500,Saginaw,3001, MI,6.01,250.0
1501,Birmingham,3003, AL,6.02,227.0
1502,Lexington,3005, SC,6.01,210.0
1503,Decatur,3007, AL,6.03,234.0
1504,Québec,3009, QC,5.11,244.0
1505,Vancouver,3011, BC,6.04,305.0
1506,Tacoma,3013, WA,6.04,322.0
1507,Edmonton,3015, AB,6.04,300.0
1509,Opelika,3019, AL,6.02,218.0
1511,Indianapolis,3023, IN,6.02,205.0
1512,Lake Charles,3025, LA,6.03,202.0
1513,Miami,3027, FL,5.11,219.0
1515,Shorter,3031, AL,5.09,175.0
1516,Guantanamo Bay,3033, CU,6.05,315.0
1517,Sebring,3035, FL,6.02,242.0
1518,Vallejo,3037, CA,6.02,245.0
1519,Nassau,3039, BS,6.0,233.0
1520,Covington,3041, LA,6.01,207.0
1521,Regina,3043, SK,6.07,305.0
1522,Mississauga,3045, ON,6.0,205.0
1523,Camp Pendleton,3047, CA,6.0,210.0
1524,Hinesville,3049, GA,6.05,224.0
1525,Los Angeles,3051, CA,6.03,214.0
1526,Atlanta,3053, GA,6.04,265.0
1527,Calgary,3055, AB,6.02,210.0
1528,San Bernardino,3057, CA,6.01,220.0
1529,Richmond,3059, VA,6.01,214.0
