,City,ID,State,height,weight
1530,Fort Erie,3061, ON,6.0,190.0
1531,St. Augustine,3063, FL,5.07,185.0
1532,Moss Point,3065, MS,5.1,160.0
1533,Manchester,3067, JM,6.01,260.0
1534,Gainesville,3069, FL,5.11,215.0
1535,Humble,3071, TX,6.01,232.0
1536,Annapolis,3073, MD,5.1,180.0
1538,Honolulu,3077, HI,6.02,185.0
1539,White Rock,3079, BC,5.09,175.0
1540,Columbus,3081, GA,6.0,190.0
1541,Ft. Lauderdale,3083, FL,5.08,170.0
1543,Morganton,3087, NC,5.07,190.0
1544,Pascagoula,3089, MS,5.1,190.0
1545,Nashville,3091, TN,6.01,196.0
1546,Atlanta,3093, GA,5.08,175.0
1547,Montreal,3095, QC,6.02,205.0
1548,Mississauga,3097, ON,6.01,212.0
1550,Carlyle,3101, IL,6.07,318.0
1551,Chesapeake,3103, VA,6.07,325.0
1552,Leesville,3105, LA,6.07,285.0
1553,Montgomery,3107, AL,5.11,180.0
1554,Roselle,3109, NJ,6.02,213.0
1555,Lynn Lake,3111, MB,6.03,220.0
1556,Toronto,3113, ON,6.0,240.0
1557,Little Rock,3115, AR,6.0,200.0
1558,Victoria,3117, BC,6.04,235.0
1559,Denton,3119, TX,6.02,246.0
1560,Birmingham,3121, AL,6.02,200.0
1563,Edmonton,3127, AB,6.03,297.0
1564,Detroit,3129, MI,5.09,190.0
1565,Laval,3131, QC,6.01,302.0
1566,Spruce Grove,3133, AB,6.02,290.0
1567,Mississauga,3135, ON,6.04,285.0
1568,Kingston,3137, ON,6.0,248.0
1569,Detroit,3139, MI,6.0,202.0
1571,Brunswick,3143, GA,6.03,214.0
1572,Winnipeg,3145, MB,6.02,290.0
1573,Lincoln,3147, NB,6.03,280.0
1574,Charleston,3149, SC,6.02,213.0
1575,Winnipeg,3151, MB,6.03,282.0
1577,North Vancouver,3155, BC,6.0,180.0
1581,Waterford,3163, MI,6.04,282.0
1583,Pittsburgh,3167, PA,5.05,170.0
1587,Erie,3175, PA,5.09,189.0
1588,London,3177, ON,6.02,220.0
1590,Québec City,3181, QC,6.02,230.0
1592,Weyburn,3185, SK,6.04,304.0
1593,Ladner,3187, BC,6.04,233.0
1595,Dallas,3191, TX,5.11,200.0
1596,Orlando,3193, FL,5.09,177.0
1597,Sherbrooke,3195, QC,6.04,310.0
1598,Charlotte,3197, NC,6.0,220.0
1599,Dollard des Ormeaux,3199, QC,6.03,211.0
1600,Irvine,3201, CA,6.03,214.0
1601,Chicago,3203, IL,6.01,205.0
1602,Regina,3205, SK,6.06,312.0
1603,Newark,3207, NJ,6.04,235.0
1604,Royal Palm Beach,3209, FL,6.03,330.0
1605,Etobicoke,3211, ON,5.1,187.0
1606,Bay Shore,3213, NY,6.05,249.0
1607,San Antonio,3215, TX,6.05,255.0
1609,Strongsville,3219, OH,6.04,315.0
1610,San Antonio,3221, TX,6.06,274.0
1612,Southfield,3225, MI,6.02,212.0
1613,Regina,3227, SK,5.11,195.0
1614,Boston,3229, MA,6.03,268.0
1615,White Rock,3231, BC,6.05,260.0
1616,Ottawa,3233, ON,6.03,232.0
1617,Camden,3235, NJ,6.03,202.0
1619,Winnsboro,3239, TX,6.02,211.0
1620,Lansing,3241, MI,6.05,300.0
1621,Seffner,3243, FL,5.11,190.0
1622,Guelph,3245, ON,5.11,194.0
1623,Miami,3247, FL,5.1,182.0
1624,St. Louis,3249, MO,5.1,198.0
1625,Pensacola,3251, FL,6.03,280.0
1626,Ponoma,3253, CA,6.04,300.0
1627,Sacramento,3255, CA,6.05,250.0
1628,Surrey,3257, BC,6.0,185.0
1629,Gardena,3259, CA,5.1,220.0
1631,Mississauga,3263, ON,5.11,178.0
1632,Laval,3265, QC,5.1,181.0
1633,Baie-Comeau,3267, QC,6.03,297.0
1634,Fonthill,3269, ON,6.06,312.0
1635,St. Louis,3271, MO,6.05,274.0
1636,Kirkwood,3273, MO,6.03,273.0
1637,Riverside,3275, CA,6.05,270.0
1638,Meridian,3277, MI,6.05,311.0
1639,Virginia Beach,3279, VA,6.06,315.0
1640,Englewood,3281, NJ,6.03,222.0
1641,St. Louis,3283, MO,6.05,317.0
1642,Edmonton,3285, AB,6.03,225.0
1643,Pickering,3287, ON,6.06,223.0
1644,Bethany,3289, MO,6.07,295.0
1645,New Iberia,3291, LA,6.2,210.0
1646,Taft,3293, TX,5.11,205.0
1647,Las Vegas,3295, NV,6.0,302.0
1649,San Antonio,3299, TX,6.01,189.0
1650,Daytona Beach,3301, FL,6.04,234.0
1651,Jacksonville,3303, FL,5.11,185.0
1652,Lewiston,3305, ID,6.0,190.0
1653,San Diego,3307, CA,6.03,210.0
1654,Chicago,3309, IL,5.1,201.0
1655,Jonesboro,3311, GA,6.05,245.0
1657,Westlock,3315, AB,6.06,295.0
1658,Windsor,3317, ON,6.03,290.0
1659,New West.,3319, BC,6.0,221.0
1660,Forsyth,3321, GA,6.03,227.0
1661,Ottawa,3323, ON,6.02,191.0
1663,Saskatoon,3327, SK,6.02,217.0
1664,Saint-Raymond,3329, QC,6.03,258.0
1665,Quebec,3331, QC,6.04,245.0
1667,Barrie,3335, ON,6.03,305.0
1668,Lethbridge,3337, AB,6.04,283.0
1669,Hamilton,3339, ON,6.02,225.0
1670,Van Nuys,3341, CA,6.03,267.0
1671,Long Beach,3343, CA,5.11,200.0
1672,Orlando,3345, FL,5.1,187.0
1673,Warren,3347, OH,6.01,255.0
1674,Lititz,3349, PA,6.05,298.0
1675,Aboko,3351, NG,6.02,267.0
1676,Midwest City,3353, OK,6.01,310.0
1677,Shreveport,3355, LA,5.1,185.0
1678,Waianee,3357, HI,6.04,250.0
1679,Compton,3359, CA,6.04,265.0
1681,Montreal,3363, QC,6.04,223.0
1682,Akron,3365, OH,6.03,212.0
1683,Barrie,3367, ON,6.06,315.0
1684,Vancouver,3369, BC,6.01,212.0
1686,Tulsa,3373, OK,5.08,193.0
1687,Madisonville,3375, KY,5.08,170.0
1688,San Antonio,3377, TX,6.03,270.0
1689,Waynesboro,3379, MS,6.01,270.0
1690,Georgetown,3381, GY,5.11,185.0
1691,Regina,3383, SK,6.01,229.0
1692,Canyon,3385, TX,6.03,215.0
1693,Truro,3387, NS,5.11,200.0
1694,Warner Robins,3389, GA,5.11,188.0
1696,Roselle,3393, NJ,5.11,199.0
1697,San Lorenzo,3395, CA,6.02,257.0
1698,Bradenton,3397, FL,5.1,204.0
1699,Bozeman,3399, MT,6.06,222.0
1700,Mount Vernon,3401, NY,5.09,190.0
1701,Granger,3403, IN,6.02,210.0
1702,Winnipeg,3405, MB,6.02,280.0
1703,Blenheim,3407, ON,5.11,187.0
1704,St. Laurent,3409, QC,5.09,191.0
1705,Regina,3411, SK,6.02,253.0
1706,Montreal,3413, QC,6.03,240.0
1707,Coquitlam,3415, BC,6.03,250.0
1709,Hamilton,3419, ON,6.02,315.0
1711,Burnaby,3423, BC,6.01,202.0
1712,Toronto,3425, ON,6.04,240.0
1713,Calgary,3427, AB,6.02,212.0
1714,Toronto,3429, ON,6.05,310.0
1717,Copperas Cove,3435, TX,5.11,225.0
1718,Winnipeg,3437, MB,5.11,213.0
1719,Laval,3439, QC,6.02,245.0
1720,Scarborough,3441, ON,5.09,187.0
1721,Mississauga,3443, ON,6.03,220.0
1722,Billings,3445, MT,6.07,310.0
1723,Surrey,3447, BC,6.04,305.0
1724,London,3449, ON,6.02,196.0
1725,Hamilton,3451, ON,5.11,191.0
1726,Vernon,3453, BC,6.01,190.0
1727,Charleston,3455, SC,5.09,201.0
1728,Surrey,3457, BC,6.0,185.0
1729,Surrey,3459, BC,6.0,216.0
1730,Seffner,3461, FL,6.03,298.0
1731,Toronto,3463, ON,6.01,320.0
1733,Brampton,3467, ON,6.02,240.0
1734,Winnipeg,3469, MB,6.05,221.0
1735,Quebec,3471, QC,6.02,274.0
1736,St-Jean-sur-Richelieu,3473, QC,6.03,300.0
1737,Sorel-Tracy,3475, QC,6.02,268.0
1738,Sherbrooke,3477, QC,6.01,231.0
1739,Sarnia,3479, ON,6.04,295.0
1740,Belleville,3481, ON,6.01,220.0
1741,Mississauga,3483, ON,6.04,251.0
1742,Belleville,3485, ON,5.11,170.0
1743,Toronto,3487, ON,6.03,332.0
1744,Augsburg,3489, DE,6.03,280.0
1745,Brampton,3491, ON,5.09,244.0
1746,Kingston,3493, ON,5.11,238.0
1747,Granby,3495, QC,6.02,194.0
1748,London,3497, ON,6.04,275.0
1749,Miami,3499, FL,5.1,187.0
1750,Hopkins,3501, SC,6.01,232.0
1751,Bronx,3503, NY,6.02,232.0
1752,Statesboro,3505, GA,6.0,300.0
1754,Calgary,3509, AB,5.09,170.0
1755,Miami,3511, FL,6.01,190.0
1756,Toronto,3513, ON,6.01,195.0
1757,Dillon,3515, SC,6.03,207.0
1758,East Chicago,3517, IN,6.02,240.0
1760,Nashville,3521, TN,6.0,210.0
1761,Long Beach,3523, CA,6.0,190.0
1762,Salem,3525, MA,6.05,291.0
1763,Hamilton,3527, ON,6.0,206.0
1764,Burnaby,3529, BC,6.04,237.0
1765,Fredericton,3531, NB,6.01,275.0
1766,Galveston,3533, TX,6.03,255.0
1767,South Lake Tahoe,3535, CA,6.03,270.0
1768,Madison,3537, GA,6.01,221.0
1769,Fort Lauderdale,3539, FL,6.02,240.0
1770,Orlando,3541, FL,6.0,201.0
1771,Mississauga,3543, ON,6.01,193.0
1772,Elyria,3545, OH,6.04,215.0
1773,Medford,3547, NY,5.11,228.0
1774,Sainte-Foy,3549, PQ,6.02,302.0
1775,Spring Valley,3551, NY,6.03,322.0
1776,La Mirada,3553, CA,6.01,215.0
1777,Vandalia,3555, OH,6.02,217.0
1778,Seattle,3557, WA,6.01,203.0
1779,McKees Rocks,3559, PA,6.0,195.0
1780,Cleburne,3561, TX,6.02,290.0
1781,Moss Point,3563, MS,6.03,293.0
1782,West Point,3565, NY,6.03,295.0
1783,Enterprise,3567, AL,6.04,255.0
1784,Jacksonville,3569, FL,5.1,186.0
1785,Regina,3571, SSK,6.02,240.0
1786,Kelowna,3573, BC,6.02,199.0
1787,Los Angeles,3575, CA,6.02,260.0
1788,Timmonsville,3577, SC,6.04,245.0
1789,Willingboro Township,3579, NJ,6.03,240.0
1790,Austin,3581, TX,5.11,189.0
1791,Fort Lauderdale,3583, FL,5.09,245.0
1792,Jacksonville,3585, FL,6.05,215.0
1794,Stockton,3589, CA,5.08,190.0
1795,Toronto,3591, ON,5.09,192.0
1796,Jacksonville,3593, FL,5.1,189.0
1797,Gulfport,3595, MS,6.03,278.0
1798,Knightdale,3597, NC,5.1,205.0
1799,Los Angeles,3599, CA,5.11,175.0
1800,Cary Grove,3601, IL,6.05,245.0
1801,Tonkawa,3603, OK,5.09,183.0
1803,Waco,3607, TX,6.0,234.0
1804,New York,3609, NY,5.09,190.0
1805,Little Rock,3611, AR,5.09,175.0
1806,Rock Springs,3613, WY,6.0,171.0
1807,Utica,3615, OH,6.07,300.0
1808,Washington,3617, DC,5.11,185.0
1809,Rohnert Park,3619, CA,6.06,270.0
1810,Pasadena,3621, CA,6.01,200.0
1811,Flagstaff,3623, AZ,6.06,215.0
1812,Forest City,3625, AR,6.01,182.0
1813,Landstuhl,3627, DE,6.03,228.0
1814,Rochester Hills,3629, MI,6.06,350.0
1815,New Brunswick,3631, NJ,6.01,178.0
1816,Winnipeg,3633, MB,6.04,300.0
1817,Victoria,3635, BC,6.03,320.0
1818,Goochland,3637, VI,6.03,190.0
1819,St. Paul,3639, MN,5.11,183.0
1820,St. Catharines,3641, ON,6.04,310.0
1821,Calgary,3643, AB,6.01,205.0
1822,Pensacola,3645, FL,6.03,225.0
1823,Caldwell,3647, KS,6.04,215.0
1825,Lakeland,3651, FL,6.02,200.0
1826,Hutchinson,3653, KS,6.01,195.0
1827,Rock Hill,3655, SC,5.1,210.0
1828,Washington,3657, DC,6.08,305.0
1829,Meridian,3659, MS,6.0,206.0
1830,Miami,3661, FL,5.08,185.0
1831,Boynton Beach,3663, FL,5.09,200.0
1832,Regina,3665, SK,6.0,212.0
1833,Washington,3667, DC,5.11,180.0
1834,New Orleans,3669, LA,6.05,315.0
1835,Mountain Top,3671, PA,6.03,306.0
1836,Warsaw,3673, PL,6.04,300.0
1837,Redding,3675, CA,6.02,215.0
1838,Lethbridge,3677, AB,6.05,297.0
1839,Burlington,3679, ON,6.02,226.0
1840,Laval,3681, QC,6.03,239.0
1841,Lufkin,3683, TX,6.02,199.0
1842,Oakland,3685, CA,5.1,199.0
1843,Medicine Hat,3687, AB,6.02,210.0
1844,Cleveland,3689, OH,6.06,315.0
1845,Houston,3691, TX,6.01,250.0
1846,Birmingham,3693, AB,6.02,220.0
1847,White Rock,3695, BC,6.02,220.0
1848,Belle Glade,3697, FL,5.11,190.0
1849,Houston,3699, TX,6.02,215.0
1850,Québec,3701, QC,6.03,290.0
1851,Saint-Raymond,3703, QC,6.03,275.0
1852,Starkville,3705, MS,5.11,230.0
1853,Edmonton,3707, AB,6.04,307.0
1854,Walled Lake,3709, MI,6.05,217.0
1855,Tampa,3711, FL,6.04,225.0
1857,LaGrange,3715, GA,6.0,220.0
1858,Kingston,3717, JM,6.02,232.0
1859,Gulfport,3719, MS,6.02,240.0
1860,Vicksburg,3721, MS,6.0,240.0
1861,St. Catharines,3723, ON,5.1,210.0
1862,Fletcher,3725, OK,6.02,270.0
1863,Fort Huachuca,3727, AZ,6.01,230.0
1864,Saginaw,3729, MI,5.11,223.0
1865,Tallahassee,3731, FL,6.02,271.0
1866,Atlanta,3733, GA,5.1,180.0
1867,Queens,3735, NY,6.07,320.0
1868,Palmdale,3737, CA,5.11,195.0
1869,Windsor,3739, ON,6.04,281.0
1870,Bowie,3741, MD,5.11,199.0
1871,Kinshasa,3743, CG,6.04,228.0
1872,Laval,3745, QC,6.01,298.0
1873,Parksville,3747, BC,6.08,311.0
1874,Lakewood,3749, WA,5.11,185.0
1875,Union City,3751, CA,5.11,200.0
1876,Honolulu,3753, HI,5.08,180.0
1877,Regina,3755, SK,6.02,310.0
1878,Mobile,3757, AL,5.11,188.0
1879,Dexter,3759, MO,6.01,253.0
1880,Dunwoody,3761, GA,6.02,225.0
1881,Orlando,3763, FL,6.01,206.0
1882,Pasadena,3765, CA,5.09,185.0
1883,York,3767, AL,6.01,175.0
1884,Austintown,3769, OH,5.1,185.0
1885,Los Angeles,3771, CA,6.0,210.0
1886,Tupelo,3773, MS,6.0,190.0
1887,Lucedale,3775, MS,6.0,205.0
1888,Maria,3777, QC,6.06,326.0
1889,Detroit,3779, MI,6.04,300.0
1890,Baton Rouge,3781, LA,6.0,198.0
1891,Seattle,3783, WA,6.0,235.0
1892,Toronto,3785, ON,5.09,190.0
1893,Reddick,3787, FL,6.06,214.0
1894,Ft.Laud'dale,3789, FL,5.1,175.0
1895,Sacramento,3791, CA,6.03,187.0
1896,Regina,3793, SK,6.02,315.0
1897,Tuscaloosa,3795, AL,6.0,190.0
1898,Detroit,3797, MI,6.02,208.0
1899,Kentwood,3799, LA,6.04,185.0
1900,Tacoma,3801, WA,6.01,209.0
1901,Alexandria,3803, LA,6.02,211.0
1902,Beaumont,3805, MS,5.08,185.0
1903,Denver,3807, CO,5.09,175.0
1905,Salem,3811, OR,6.02,216.0
1906,Georgetown,3813, GY,6.01,198.0
1907,Las Vegas,3815, NV,5.11,195.0
1908,Victoria,3817, TX,6.01,204.0
1909,Fairborn,3819, OH,6.0,175.0
1910,Oakville,3821, ON,6.08,312.0
1911,Lakewood,3823, CA,6.02,252.0
1912,Red Deer,3825, AB,6.01,250.0
1913,Belle Glade,3827, FL,5.1,180.0
1914,Toronto,3829, ON,6.05,295.0
1915,Chinquapin,3831, NC,5.1,160.0
1916,Miami,3833, FL,6.03,280.0
1917,Camden,3835, NJ,6.01,275.0
1919,New Orleans,3839, LA,6.03,200.0
1920,Chesapeake,3841, VA,5.1,210.0
1921,Belle Glade,3843, FL,5.11,190.0
1922,Covington,3845, KY,5.11,210.0
1923,St. Louis,3847, MO,6.03,205.0
1924,Canton,3849, OH,5.11,204.0
1925,League City,3851, TX,6.03,247.0
1926,Pine Bluff,3853, AR,6.02,218.0
1927,Baldwinsville,3855, NY,6.04,225.0
1928,Tallahassee,3857, FL,6.02,220.0
1929,Montreal,3859, QC,5.09,196.0
1930,Norfolk,3861, VA,5.1,174.0
1931,Granby,3863, QC,6.04,276.0
1932,Winter Garden,3865, FL,5.09,210.0
1933,St. Louis,3867, MO,6.03,260.0
1934,Laval,3869, QC,6.0,215.0
1935,Bastrop,3871, LA,6.03,293.0
1936,Sherbrooke,3873, QC,6.03,270.0
1937,Atlanta,3875, GA,6.0,235.0
1938,Columbus,3877, OH,5.11,220.0
1939,Virginia Beach,3879, VA,6.0,206.0
1940,Kennewick,3881, WA,6.03,230.0
1941,Harvey,3883, IL,6.03,245.0
1942,Riverdale,3885, GA,5.08,163.0
1943,Montréal,3887, QC,5.1,210.0
1944,Hartford,3889, WI,6.02,216.0
1945,Middletown,3891, OH,6.0,207.0
1946,Abbotsford,3893, BC,6.02,213.0
1947,Santa Monica,3895, CA,6.01,194.0
1948,Chattanooga,3897, TN,6.05,285.0
1949,Stone Mountain,3899, GA,6.0,205.0
1950,El Paso,3901, TX,6.02,265.0
1951,Fairfax,3903, VA,6.04,280.0
1952,Searle,3905, AL,5.11,181.0
1953,Spring,3907, TX,6.03,235.0
1954,Baton Rouge,3909, LA,5.1,235.0
1955,Independence,3911, LA,6.01,211.0
1956,Miami,3913, FL,5.11,180.0
1957,Littleton,3915, CO,6.02,220.0
1958,Temple,3917, TX,5.11,195.0
1960,Regina,3921, SK,6.01,185.0
1961,Merritt Island,3923, FL,5.1,160.0
1962,Tampa,3925, FL,6.05,215.0
1963,Sherwood Park,3927, AB,6.03,238.0
1965,Hamilton,3931, ON,6.02,310.0
1966,Laie,3933, HI,6.04,323.0
1967,Fort Lauderdale,3935, FL,6.01,195.0
1968,Bartow,3937, FL,6.02,230.0
1969,St. Louis,3939, MO,6.01,195.0
1970,Columbia,3941, SC,6.0,185.0
1971,Indianapolis,3943, IN,5.11,235.0
1972,Berkeley,3945, CA,5.11,181.0
1973,Winnipeg,3947, MB,6.0,215.0
1974,Fresno,3949, CA,6.01,193.0
1975,Miami,3951, FL,6.05,311.0
1976,Bessemer,3953, AL,6.01,230.0
1977,Roanoke,3955, VA,6.05,305.0
1979,Anderson,3959, SC,6.0,223.0
1980,Atlanta,3961, GA,5.1,190.0
1981,Verdun,3963, QC,6.05,320.0
1982,London,3965, ON,6.0,201.0
1983,New Iberia,3967, LA,6.0,215.0
1984,Houston,3969, TX,5.1,170.0
1985,Elizabethton,3971, TN,6.06,260.0
1986,Kelowna,3973, BC,6.04,310.0
1987,LaGrange,3975, IL,6.0,180.0
1988,Vernon,3977, BC,5.11,217.0
1989,Angeles City,3979, PH,6.01,240.0
1990,Hinton,3981, AB,6.05,328.0
1991,Peterborough,3983, ON,6.04,215.0
1992,Cedar Hill,3985, TX,6.0,252.0
1993,Montreal,3987, QC,5.1,198.0
1995,Pensacola,3991, FL,6.05,315.0
1997,New Orleans,3995, LA,6.0,200.0
1998,Miami,3997, FL,5.07,152.0
1999,Three Hills,3999, AB,6.08,325.0
2000,Montreal,4001, QC,5.11,221.0
2001,Boca Raton,4003, FL,5.09,196.0
2002,Regina,4005, SK,5.1,195.0
2003,Carson,4007, CA,6.01,190.0
2004,Glenarden,4009, MD,5.11,196.0
2005,Scarborough,4011, ON,5.09,190.0
2006,Vancouver,4013, BC,5.1,185.0
2007,Long Beach,4015, CA,5.09,180.0
2008,Grenada,4017, MS,6.05,280.0
2009,Kigali,4019, RW,5.11,192.0
2010,Rock Hill,4021, SC,5.09,189.0
2011,Toronto,4023, ON,6.01,232.0
2013,Delta,4027, BC,5.09,188.0
2014,Kandahar,4029, AF,6.04,283.0
2015,Fredericton,4031, NB,6.03,260.0
2016,Spring Valley,4033, NY,5.11,200.0
2017,Toronto,4035, ON,6.03,281.0
2018,Lachine,4037, QC,6.01,207.0
2019,Saskatoon,4039, SK,6.01,195.0
2020,Daytona Beach,4041, FL,5.09,250.0
2021,Adamsville,4043, AL,5.09,185.0
2022,Jacksonville,4045, FL,6.04,285.0
2023,Waldorf,4047, MD,6.02,251.0
2024,Monroe,4049, LA,5.09,185.0
2025,Ville Ste-Catherine,4051, QC,6.03,231.0
2026,Kinshasa,4053, CG,5.11,195.0
2027,Windsor,4055, ON,5.11,185.0
2029,Mississauga,4059, ON,6.0,210.0
2030,Hamilton,4061, ON,5.11,189.0
2031,Toronto,4063, ON,6.0,198.0
2032,Brampton,4065, ON,5.08,175.0
2033,Daytona Beach,4067, FL,5.09,180.0
2034,Decatur ,4069, GA,6.02,265.0
2035,Avondale,4071, AZ,5.1,195.0
2036,Pleasantville,4073, NJ,6.0,240.0
2037,Orange,4075, NJ,6.01,209.0
2038,Calgary,4077, AB,6.03,296.0
2039,Lemberg,4079, SK,5.1,225.0
2040,Regina,4081, SK,6.0,200.0
2041,Ajax,4083, ON,6.02,192.0
2042,Macon,4085, GA,5.09,201.0
2043,Vancouver,4087, BC,5.1,217.0
2044,Berlin,4089, DE,6.03,242.0
2045,Buff Bay,4091, JM,6.04,288.0
2046,Richmond,4093, VA,6.04,210.0
2047,Washington,4095, DC,5.09,216.0
2048,San Fransico,4097, CA,6.04,205.0
2049,Houston,4099, TX,6.04,291.0
2050,San Diego,4101, CA,6.02,213.0
2051,Montreal,4103, QC,5.11,190.0
2052,Winnipeg,4105, MB,6.03,223.0
2053,McBride,4107, BC,6.04,310.0
2054,Ft. Lauderdale,4109, FL,6.03,213.0
2055,Seattle,4111, WA,6.03,246.0
2056,Mobile,4113, AL,6.01,235.0
2057,Atlanta,4115, GA,6.03,243.0
2058,Chicago,4117, IL,6.0,215.0
2059,Ottawa,4119, ON,6.04,299.0
2060,Paris,4121, FR,6.0,190.0
2061,Jacksonville,4123, FL,5.08,170.0
2062,Anderson,4125, SC,5.11,205.0
2063,Brampton,4127, ON,6.05,303.0
2064,Cambrdige,4129, ON,6.06,289.0
2065,Akron,4131, OH,5.11,196.0
2066,Fort Lauderdale,4133, FL,6.0,205.0
2067,Youngstown,4135, OH,6.02,233.0
2068,Oklahoma City,4137, OK,6.02,195.0
2070,Ottawa,4141, ON,6.07,300.0
2071,Kingston,4143, ON,6.06,290.0
2072,St. Francis Xavier,4145, MB,6.03,270.0
2073,Edmonton,4147, AB,5.1,200.0
2074,Norwood,4149, MA,6.02,205.0
2075,Tucson,4151, AZ,5.09,205.0
2076,Windsor,4153, ON,5.1,181.0
2078,Calgary,4157, AB,6.03,196.0
2079,Battlesville,4159, OK,5.11,230.0
2080,Eugene,4161, OR,6.03,222.0
2081,Santa Rosa,4163, CA,5.11,219.0
2082,Niagara Falls,4165, ON,5.11,180.0
2083,Universal City,4167, TX,6.02,277.0
2084,Grand Rapids,4169, MI,6.08,330.0
2085,Montréal,4171, QC,6.01,222.0
2086,Niagara Falls,4173, NY,6.0,200.0
2087,Baton Rouge,4175, LA,5.1,197.0
2088,Oshawa,4177, ON,6.04,300.0
2089,Burlington,4179, ON,6.02,205.0
2090,Godfrey,4181, IL,6.03,244.0
2091,Chicago,4183, IL,6.05,225.0
2092,Oklahoma City,4185, OK,5.1,191.0
2093,New Rochelle,4187, NY,6.05,300.0
2094,Houston,4189, TX,6.05,300.0
2095,Westerville,4191, OH,6.02,201.0
2096,Columbus,4193, OH,6.05,220.0
2097,El Dorado,4195, AR,5.1,197.0
2098,St. Louis,4197, MO,5.1,172.0
2099,Timmins,4199, ON,6.04,230.0
2100,Indianapolis,4201, IN,5.11,194.0
2101,Calabar,4203, NG,6.0,225.0
2102,Detroit,4205, MI,6.02,227.0
2103,Montreal,4207, QC,5.11,205.0
2104,Edmonton,4209, AB,5.1,214.0
2105,Niagara Falls,4211, ON,5.09,190.0
2106,Lakeland,4213, FL,6.02,200.0
2108,Mobile,4217, AL,6.04,283.0
2109,Buffalo,4219, NY,5.1,185.0
2110,Sault Ste. Marie,4221, ON,6.04,218.0
2111,Homerville,4223, GA,6.03,300.0
2112,Columbus,4225, GA,5.08,190.0
2113,New Orleans,4227, LA,6.0,187.0
2114,Vancouver,4229, BC,6.02,235.0
2115,St. Catharines,4231, ON,6.0,225.0
2116,Meridian,4233, MS,6.06,256.0
2117,Comox,4235, BC,6.11,350.0
2118,Ahoskie,4237, NC,6.01,195.0
2119,Little Rock,4239, AR,6.04,265.0
2120,Willow Run,4241, MI,5.11,230.0
2121,Burlington,4243, ON,6.07,300.0
2122,Caldwell,4245, ID,6.04,228.0
2123,Pensacola,4247, FL,6.0,224.0
2124,Scarborough,4249, ON,6.01,210.0
2125,Inglewood,4251, CA,6.0,212.0
2126,Windsor,4253, ON,6.01,198.0
2127,Stillwater,4255, OK,6.03,285.0
2128,Springdale,4257, AR,6.02,221.0
2129,Tampa Bay,4259, FL,5.07,173.0
2130,Calgary,4261, AB,6.03,290.0
2131,Beaufort,4263, NC,5.1,175.0
2132,Stone Mountain,4265, GA,6.02,185.0
2133,Greenfield Park,4267, QC,6.04,262.0
2134,Kinshasa,4269, CG,6.0,230.0
2135,St-Anselme,4271, QC,6.05,300.0
2136,Portland,4273, OR,5.1,208.0
2137,Atlanta,4275, GA,6.02,220.0
2138,Woodstock,4277, GA,6.0,198.0
2139,Framingham,4279, MA,6.04,325.0
2140,St-Eustache,4281, QC,6.0,200.0
2141,Marianna,4283, FL,6.0,185.0
2142,Toronto,4285, ON,6.05,309.0
2143,Girard,4287, OH,6.03,228.0
2144,Kingston,4289, ON,6.02,210.0
2145,Vancouver,4291, BC,5.1,207.0
2146,Blackville,4293, SC,6.03,203.0
2147,Brandon,4295, MB,6.04,212.0
2148,Kingston,4297, ON,6.05,300.0
2149,Edison,4299, NJ,6.02,287.0
2150,Montreal,4301, QC,6.02,277.0
2151,Owasso,4303, OK,6.01,210.0
2152,Forth Wayne,4305, IN,5.11,195.0
2153,Grande Prairie,4307, AB,6.03,210.0
2154,Chester,4309, PA,6.03,215.0
2155,Jacksonville,4311, FL,5.11,200.0
2156,Simi Valley,4313, CA,5.08,206.0
2157,West Point,4315, NY,6.05,300.0
2158,Orem,4317, UT,5.09,184.0
2159,Edmond,4319, OK,5.1,200.0
2160,Toronto,4321, ON,6.03,300.0
2161,Atlanta,4323, GA,5.11,202.0
2162,Regina,4325, SK,6.02,213.0
2163,Montreal,4327, QC,6.0,185.0
2164,Reading,4329, PA,6.03,257.0
2165,Houston,4331, TX,5.11,200.0
2166,Brunswick,4333, GA,5.1,193.0
2167,Wilmington,4335, NC,6.0,240.0
2168,Las Vegas,4337, NV,5.1,196.0
2169,Kingston,4339, JM,6.0,190.0
2172,Fremont,4345, CA,6.0,208.0
2173,San Jose,4347, CA,5.09,175.0
2174,Saskatoon,4349, SK,5.11,190.0
2175,College Park,4351, GA,5.11,195.0
2176,Edmonton,4353, AB,6.02,185.0
2177,Regina,4355, SK,5.11,229.0
2178,Brockton,4357, MA,6.04,257.0
2179,Ft. Laud'dale,4359, FL,6.04,208.0
2180,Lutcher,4361, LA,5.11,185.0
2181,Kentwood,4363, LA,6.04,200.0
2182,Rio Rancho,4365, NM,5.09,155.0
2183,Raleigh,4367, NC,6.05,310.0
2184,Renton,4369, WA,6.0,220.0
2185,Marietta,4371, GA,6.04,193.0
2186,Matthews,4373, LA,6.0,290.0
2187,Toronto,4375, ON,6.06,303.0
2188,Miami,4377, FL,6.0,195.0
2189,Staten Island,4379, NY,6.03,280.0
2190,Fayette,4381, MS,6.03,217.0
2191,Los Angeles,4383, CA,6.01,190.0
2192,Washington,4385, DC,6.07,320.0
2193,Batesville,4387, MI,5.09,190.0
2195,Houston,4391, TX,6.02,225.0
2196,Silver Springs,4393, MD,6.02,170.0
